source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
liberalamerica.org,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
liberationnews.org,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
littlegreenfootballs.com,usa,left,high,mostly free,website,minimal traffic,high credibility
lailluminator.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
mg.co.za,south africa,left,mixed,,website,medium traffic,medium credibility
mainebeacon.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
mainemorningstar.com,usa,left,high,,organization/foundation,minimal traffic,high credibility
mapresearch.org,usa,left,mixed,,organization/foundation,minimal traffic,medium credibility
marxists.org,united states,far-left,mixed,mostly free,organization/foundation,high traffic,high credibility
mashable.com,usa,left,mixed,mostly free,website,high traffic,high credibility
mediamatters.org,usa,left,high,,organization/foundation,medium traffic,high credibility
meduza.io,latvia,left,high,mostly free,website,high traffic,high credibility
meidasnews.com,usa,left,mixed,,website,medium traffic,medium credibility
metroweekly.com,usa,left,high,,magazine,minimal traffic,high credibility
merryjane.com,usa (45/180 press freedom),left,mixed,,website,medium traffic,medium credibility
miaminewtimes.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility
michiganadvance.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
middleeastmonitor.com,usa,left,mixed,mostly free,organization/foundation,medium traffic,medium credibility
muncievoice.com,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
milwaukeeindependent.com,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
minnesotareformer.com,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
mississippifreepress.org,usa,left,high,,organization/foundation,minimal traffic,high credibility
missouriindependent.com,usa,left,high,mostly free,organization/foundation,medium traffic,high credibility
modernliberals.com,usa,,mixed,usa 45/180,,,
monthlyreview.org,usa,left,mixed,,magazine,minimal traffic,medium credibility
mronline.org,usa,left,mixed,,website,minimal traffic,medium credibility
msmagazine.com,usa (44/180 press freedom),left,high,,magazine,medium traffic,high credibility
msnbc.com,usa,left,mixed,,tv station,high traffic,medium credibility
nationofchange.org,usa,left,mixed,mostly free,organization,minimal traffic,high credibility
naacp.org,usa,,high,usa 45/180,,,
traindemocrats.org,usa,left,high,,organization/foundation,medium traffic,high credibility
nilc.org,usa,left,mixed,,organization/foundation,minimal traffic,high credibility
now.org,usa,left,mixed,,organization/foundation,minimal traffic,high credibility
nwlc.org,usa,left,mixed,,organization/foundation,minimal traffic,high credibility
nrdc.org,usa,left,mixed,mostly free,organization/foundation,medium traffic,high credibility
ncnewsline.com,usa,left-center,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
nebraskaexaminer.com,usa,left,high,,organization/foundation,medium traffic,high credibility
nd-aktuell.de,germany,left,mixed,,newspaper,medium traffic,high credibility
nevadacurrent.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
newint.org,united kingdom,left-center,high,mostly free,organization/foundation,minimal traffic,high credibility
newjerseymonitor.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
newpol.org,usa,left,mixed,,magazine,minimal traffic,medium credibility
newrepublic.com,usa,left,high,,magazine,medium traffic,high credibility
newstatesman.com,united kingdom,left-center,high,,magazine,medium traffic,high credibility
amsterdamnews.com,usa,left,high,,newspaper,minimal traffic,high credibility
nysfocus.com,usa,left,high,,organization/foundation,minimal traffic,high credibility
nymag.com,usa,left,high,mostly free,magazine,high traffic,high credibility
newyorker.com,usa,left,high,,magazine,high traffic,high credibility
newsclick.in,india,left,mixed,,website,medium traffic,medium credibility
newscorpse.com,usa,left,mixed,,website,minimal traffic,medium credibility
newsfromthestates.com,usa,left,high,,organization/foundation,minimal traffic,high credibility
newshounds.us,usa,left,mixed,mostly free,website,minimal traffic,medium credibility
newsone.com,usa,left,mixed,,website,medium traffic,high credibility
nonprofitquarterly.org,usa,left,mixed,,organization/foundation,minimal traffic,high credibility
northdakotamonitor.com,usa,left,high,,organization/foundation,minimal traffic,high credibility
novaramedia.com,united kingdom,far left,mixed,,organization/foundation,medium traffic,medium credibility
nowtoronto.com,canada,left,high,,magazine,medium traffic,high credibility
oaklandside.org,usa,left,high,,organization/foundation,medium traffic,high credibility
occupy.com,usa,left,high,,organization/foundation,minimal traffic,high credibility
ohiocapitaljournal.com,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
oklahomavoice.com,usa,left,high,,organization/foundation,minimal traffic,high credibility
oko.press,poland,left,high,,organization/foundation,high traffic,high credibility
onegreenplanet.org,usa,left,mixed,,website,minimal traffic,medium credibility
opednews.com,usa,left,mixed,,website,minimal traffic,medium credibility
opensocietyfoundations.org,usa,left,mixed,mostly free,organization/foundation,medium traffic,medium credibility
oregoncapitalchronicle.com,usa,left,high,mostly free,organization/foundation,minimal traffic,high credibility
orlandoweekly.com,usa,left,high,mostly free,newspaper,medium traffic,high credibility
out.com,usa,left,mixed,,magazine,medium traffic,medium credibility
oxfamamerica.org,usa,left,mixed,,organization/foundation,medium traffic,medium credibility
pnn.ps,palestine,left,mixed,,website,minimal traffic,medium credibility
palinfo.com,palestine,far left,mixed,,website,medium traffic,medium credibility
palmerreport.com,usa,left,mixed,mostly free,website,medium traffic,medium credibility
pastemagazine.com,usa,left,high,,website/magazine,medium traffic,high credibility
penncapital-star.com,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
peoplefor.org,usa,left,mixed,,organization/foundation,minimal traffic,medium credibility
people.com,usa,left,high,,magazine,high traffic,high credibility
peoplespolicyproject.org,usa,left,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
peoplesworld.org,usa,far left,mixed,,newspaper,minimal traffic,medium credibility
pnhp.org,usa,left,high,,organization/foundation,minimal traffic,high credibility
pinacnews.com,usa,left,high,,website,minimal traffic,high credibility
thepinknews.com,united kingdom,left,high,,website,high traffic,high credibility
politicalflare.com,usa,left,mixed,,website,high traffic,medium credibility
politicalresearch.org,usa,left,mixed,,organization/foundation,minimal traffic,high credibility
polinews.org,usa,left,mixed,,website,medium traffic,medium credibility
politicususa.com,usa,left,high,,website,medium traffic,high credibility
politizoom.com,usa,left,mixed,,website,medium traffic,medium credibility
popular.info,usa,left,high,,website,minimal traffic,high credibility
popularresistance.org,usa,left,mixed,,organization/foundation,minimal traffic,high credibility
portside.org,usa,left,mixed,,organization/foundation,minimal traffic,medium credibility
postcarbon.org,usa,left,mixed,,organization/foundation,minimal traffic,medium credibility
pressprogress.ca,canada,left-center,high,,organization/foundation,minimal traffic,high credibility
presswatchers.org,usa,left,mixed,,organization/foundation,minimal traffic,high credibility
pridesource.com,usa,left,mixed,,website,minimal traffic,high credibility
prismreports.org,usa,left,high,,organization/foundation,mimimal traffic,high credibility
boldprogressives.org,usa,left,mixed,,organization/foundation,minimal traffic,medium credibility
progressive.international,usa,left,mixed,,organization/foundation,minimal traffic,medium credibility
projectcensored.org,usa,left,high,,organization/foundation,minimal traffic,high credibility
psyche.co,australia,left,high,mostly free,website,medium traffic,high credibility
littlesis.org,usa,left,mixed,,organization/foundation,minimal traffic,high credibility
queerty.com,usa,left,high,,website,medium traffic,high credibility
rabble.ca,canada,left,high,,organization/foundation,minimal traffic,high credibility
rawstory.com,usa,left,high,,website,high traffic,high credibility
rsn.org,usa,left,mixed,,website,minimal traffic,low credibility
readingthepictures.org,usa,left,mixed,,organization/foundation,minimal traffic,medium credibility
therealnews.com,usa,left,high,,organization/foundation,medium traffic,high credibility
reckon.news,usa,left,mixed,,website,minimal traffic,high credibility
redpepper.org.uk,united kingdom,left,high,,magazine,minimal traffic,high credibility
refinery29.com,usa (45/180 press freedom),left,mixed,,website,high traffic,high credibility
republicreport.org,united states,left,high,,organization/foundation,minimal traffic,high credibility
resilience.org,usa,left,mixed,,organization/foundation,minimal traffic,medium credibility
resolutesquare.com,usa,left,high,mostly free,website,minimal traffic,high credibility
revcom.us,usa,left,mixed,,organization/foundation,minimal traffic,medium credibility
communistusa.org,usa,far left,mixed,,organization/foundation,minimal traffic,medium credibility
rewirenewsgroup.com,usa,left,high,,organization/foundation,minimal traffic,high credibility
rhodeislandcurrent.com,usa,left,high,,organization/foundation,minimal traffic,high credibility
rightwingwatch.org,usa,left,high,,organization/foundation,medium traffic,high credibility
trofire.com,usa (44/180 press freedom),left,mixed,,radio station/website,minimal traffic,medium credibility
rollingstone.com,usa,left,high,,magazine,high traffic,high credibility
salon.com,usa,left,mixed,,website,high traffic,high credibility
sacurrent.com,usa,left,high,mostly free,newspaper,medium traffic,high credibility
sandersinstitute.org,usa,left,mixed,,organization/foundation,minimal traffic,medium credibility
sfbayview.com,usa,left,mixed,mostly free,website,medium traffic,medium credibility
scarymommy.com,usa (45/180 press freedom),left,mixed,,website,medium traffic,medium credibility
secondnexus.com,usa,left,mixed,,website,medium traffic,medium credibility
sentientmedia.org,usa,left,high,,organization/foundation,medium traffic,high credibility
seventeen.com,usa,left,high,,magazine,high traffic,high credibility
shadowproof.com,usa,left,high,,website,minimal traffic,high credibility
